sum.taxonomy	K0526_B2	K0526_C3	K0526_G5	K0527_A1	K0527_B2	K0527_C3	K0527_E4	K0527_K6	K0527_L7	K0527_T9	K0528_A1	K0528_E4	K0528_G5	K0528_K6	K0528_T9	K0529_A1	K0529_B2	K0529_C3	K0529_G5	K0529_K6	K0529_L7	K0529_M8	K0529_T9	K0530_A1	K0530_B2	K0530_C3	K0530_E4	K0530_K6	K0530_L7	K0530_M8	K0539_L7	K0585_T9	K0593_A1	K0593_C3	K0593_E4	K0593_G5	K0593_L7	K0593_T9	K0594_A1	K0594_E4	K0594_L7	K0594_T9	K0595_A1	K0595_B2	K0595_G5	K0595_L7	K0595_M8	K0595_T9	K0596_B2	K0596_C3	K0596_E4	K0596_G5	K0596_L7	K0596_T9	K0597_E4	K0597_K6	K0597_L7	K0597_M8	K0597_T9	K0599_A1	K0599_E4	K0599_G5	K0599_K6	K0599_L7	K0599_M8	K0599_T9	K0672_A1	K0672_B2	K0672_C3	K0672_G5	K0672_T9	K0673_A1	K0673_G5	K0674_E4	K0674_G5	K0674_M8	K0676_B2	K0676_M8	K0676_T9	K0677_A1	K0677_B2	K0677_E4	K0677_L7	K0678_B2	K0678_E4	K0678_K6	K0678_L7	K0679_B2	K0679_M8	K0701_C3	K0593_K6	K0593_M8	K0595_K6	K0596_K6	K0597_C3	POUR_1	POUR_12	POUR_13	POUR_14	POUR_145	POUR_146	POUR_16	POUR_17	POUR_18	POUR_19	POUR_2	POUR_20	POUR_21	POUR_22	POUR_23	POUR_24	POUR_25	POUR_26	POUR_27	POUR_28	POUR_29	POUR_3	POUR_30	POUR_31	POUR_32	POUR_33	POUR_34	POUR_35	POUR_36	POUR_37	POUR_38	POUR_39	POUR_4	POUR_40	POUR_41	POUR_42	POUR_43	POUR_44	POUR_45	POUR_46	POUR_48	POUR_49	POUR_5	POUR_6	POUR_7	POUR_8	POUR_9
Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	19	0	25	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Vanrija;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	46	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Basidiomycota;Tremellomycetes;Trichosporonales;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	19	0	18	0	21	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Basidiomycota;Tremellomycetes;unknown;unknown;unknown;unknown	0	15	0	0	14	7	9	0	10	0	5	0	0	22	7	10	18	0	33	0	0	39	12	2	18	257	0	3	0	1	56	133	0	223	0	0	34	5	0	91	0	7	0	92	193	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	316	0	0	0	0	0	0	1	0	0	0	0	0	0	17	4	190	0	0	16	15	5	38	34	3	47	0	0	32	0	0	0	0	0	0	0	0	0	0	0	110	0	107	0	29	0	0	0	1013	0	0	0	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8	0
Basidiomycota;unknown;unknown;unknown;unknown;unknown	0	0	12	102	75	24	10	0	37	117	98	2	0	14	75	28	769	224	24	22	0	11	56	112	20	22	12	18	11	4	36	69	0	0	0	0	57	83	5	0	28	0	135	28	64	3	45	21	10	28	185	0	491	2	1	38	105	8	2	0	0	36	33	39	0	37	0	0	73	0	18	1	0	0	4	2	0	0	29	22	14	0	0	0	18	0	0	1	49	0	0	0	38	9	0	10	156	0	0	50	350	0	0	1	0	0	0	0	271	445	252	186	0	3	0	1	35	0	0	0	0	289	38	30	1	65	4	32	5	604	0	0	0	1132	22	126	0	4	0	1	20	4
Basidiomycota;Ustilaginomycetes;Ustilaginales;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	28	0	0	0	0	0	0	0	0	0	5	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	6	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	51	0	6	0	0	0	0	0	0
Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;unknown;unknown	0	0	1	4	0	0	5	0	44	0	0	0	0	0	12	2	24	0	2	8	5	2	0	7	0	25	0	0	0	0	49	5	15	0	0	0	1	5	0	0	0	0	27	17	21	0	0	10	0	2	0	54	0	0	0	0	0	0	0	0	0	7	0	0	4	2	0	18	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	72	0	16	0	0	48	22	0	1227	0	0	3	46	0	0	7	0	0	0	0	0	0	0	0	2	0	3	0	5	0	0	16	0	0	0	0	60	0	0	0	0	0	5	0	0	13	0	0	0	0	0	0	0	0	696	0	0
Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Catenariaceae;Catenophlyctis;Catenophlyctis variabilis	41	0	39	20	4	6	0	20	3	11	0	0	0	0	0	0	30	10	0	0	2	0	2	67	0	0	0	0	0	8	0	0	0	0	27	86	0	31	12	0	54	10	0	0	0	0	4	0	36	0	12	14	130	10	0	8	7	0	0	0	6	25	3	0	0	5	0	8	3	0	9	0	0	0	18	0	96	0	191	0	0	0	0	12	0	180	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blastocladiomycota;Blastocladiomycetes;Blastocladiales;unknown;unknown;unknown	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	29	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	17	0	0	0	0	0	0	2	0	0	0	0	19	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blastocladiomycota;unknown;unknown;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	108	0	0	0	0	0	0	0	0	0	0	0	18	0	93	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bryozoa;Gymnolaemata;Ctenostomatida;Vesiculariidae;Amathia;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	15	0	5	0	0	32	364	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bryozoa;Phylactolaemata;unknown;Plumatellidae;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bryozoa;Phylactolaemata;unknown;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;Thecofilosea;Cryomonadida;Rhogostomidae;Capsellina;Capsellina sp. ATCC 50039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;Thecofilosea;Cryomonadida;Rhogostomidae;Rhogostoma;Rhogostoma schuessleri	0	0	0	0	0	0	0	0	0	0	22	59	82	25	277	44	0	0	0	44	0	0	0	19	0	42	20	0	0	0	0	95	4	181	0	0	0	0	0	136	0	0	3	205	242	153	0	199	0	0	0	408	0	0	0	0	0	11	0	0	0	25	0	202	11	201	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	220	0	0	0	0	1	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;Thecofilosea;Cryomonadida;Rhogostomidae;Rhogostoma;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;Thecofilosea;Cryomonadida;Rhogostomidae;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	1	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;Thecofilosea;Cryomonadida;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	5	44	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;Thecofilosea;unknown;Pseudodifflugiidae;Pseudodifflugia;Pseudodifflugia cf. gracilis	32	0	0	92	8	1	0	0	0	11	0	0	0	0	0	0	75	0	63	0	55	0	3	0	0	0	0	1	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	16	0	0	11	0	4	2	0	0	10	1	0	0	15	0	16	19	0	5	0	51	0	0	0	0	0	14	0	0	22	32	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	2	15	48	9	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0
Cercozoa;Thecofilosea;unknown;unknown;Mataza;Mataza hastifera	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	5	0	0	0	0	0	11	15	0	14	0	0	0	0	0	10	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	8	0	0	0	0
Cercozoa;Thecofilosea;unknown;unknown;Trachyrhizium;Trachyrhizium urniformis	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	127	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	47	0	0	12	16	0	0	0	0	0	0	0	0	0	0
Cercozoa;Thecofilosea;unknown;unknown;unknown;unknown	0	0	0	0	2	0	0	0	0	0	16	0	0	32	110	33	0	0	0	0	20	0	17	9	18	30	0	198	30	71	0	30	58	256	1	16	12	0	0	1	0	0	0	124	55	0	0	70	22	0	0	0	0	0	17	0	0	12	12	34	35	0	0	31	9	0	0	8	0	39	11	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Brevimastigomonas;Brevimastigomonas sp. RG-2016a	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	17	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas agilis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	87	0	38	29	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas edax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas hiberna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas radiata	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	16	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Cercomonas;Cercomonas sp. ATCC 50367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	103	0	2	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Cercomonas;unknown	0	0	0	0	0	0	0	0	0	0	15	21	2	0	103	29	0	0	0	0	9	0	0	18	0	58	5	82	85	68	0	17	0	22	0	0	20	0	0	0	0	0	5	65	319	0	0	38	0	0	0	15	0	0	0	0	0	0	0	0	11	12	0	13	5	92	0	0	0	60	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	0	0	48	5	0	10	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	25	8	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17	0	0	0	0	3	7
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Eocercomonas;Eocercomonas exploratorii	0	0	0	0	0	0	0	0	0	0	0	4	6	0	4	5	0	0	0	0	0	0	0	0	0	13	0	4	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	85	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Nucleocercomonas;unknown	0	0	0	0	0	0	0	0	0	0	0	11	0	0	17	15	0	0	0	3	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	41	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Paracercomonas;Paracercomonas compacta	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Paracercomonas;Paracercomonas paralaciniaegerens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Paracercomonas;Paracercomonas sp. xt181	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Paracercomonas;unknown	0	0	0	0	0	0	0	0	0	0	2	0	7	0	17	2	0	0	0	0	0	0	0	0	7	0	0	6	27	9	0	5	0	26	0	0	0	2	0	16	0	0	0	25	42	3	5	0	0	0	0	6	0	0	0	0	0	0	0	0	2	12	0	11	0	44	0	0	0	10	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Phytocercomonas;Phytocercomonas venanatans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	25	5	0	0	0	4	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;Rosculus;Rosculus sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Cercomonadida;Cercomonadidae;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	59	0	253	23	17	0	0	0	20	0	2	0	0	228	0	157	272	81	0	31	6	33	3	0	29	2	10	30	0	0	0	34	204	50	43	15	6	24	0	0	0	0	0	0	2	8	0	0	0	75	0	0	15	126	0	3	0	58	0	0	0	0	6	3	0	0	0	0	2	0	0	10	0	0	0	0	4	0	0	3	0	34	0	0	0	27	0	0	0	0	0	0	0	0	0	0	24	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cercozoa;unknown;Euglyphida;Cyphoderiidae;Cyphoderia;Cyphoderia cf. compressa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	32	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
